request_id,successful,ttft,request_latency,num_input_tokens,num_output_tokens,decode_speed,submit_time,first_token_time,finish_time,error
doc53_q2,True,0.8340816497802734,26.60031509399414,6015,128,4.967741997569459,1781466787.1945488,1781466788.0286305,1781466813.794864,
doc54_q2,True,0.8409650325775146,26.59799838066101,6015,128,4.969516414029261,1781466787.1969712,1781466788.0379362,1781466813.7949696,
doc56_q2,True,0.7135388851165771,32.20880961418152,6015,128,4.064102229858818,1781466808.9606266,1781466809.6741655,1781466841.1694362,
doc57_q2,True,0.6602320671081543,32.18857192993164,6015,128,4.059839514446832,1781466810.0639317,1781466810.7241638,1781466842.2525036,
doc58_q2,True,0.7520010471343994,32.17252779006958,6015,128,4.073770024520052,1781466810.2825515,1781466811.0345526,1781466842.4550793,
doc59_q2,True,0.746368408203125,32.1667377948761,6015,128,4.073790426356079,1781466810.2889953,1781466811.0353637,1781466842.455733,
doc61_q2,True,1.0209546089172363,32.16364097595215,6015,128,4.1101142814542255,1781466810.4740088,1781466811.4949634,1781466842.6376498,
doc60_q2,True,1.0297729969024658,32.173526763916016,6015,128,4.109973414173774,1781466810.4666567,1781466811.4964297,1781466842.6401834,
doc63_q2,True,0.9202132225036621,31.740001440048218,6015,128,4.153175845872113,1781466812.4825618,1781466813.402775,1781466844.2225633,
doc62_q2,True,0.9217467308044434,31.741997957229614,6015,128,4.153113453217191,1781466812.4806752,1781466813.402422,1781466844.2226732,
doc64_q2,True,1.067373514175415,31.668435096740723,6015,128,4.182861423112422,1781466812.7247553,1781466813.7921288,1781466844.3931904,
doc65_q2,True,1.0660789012908936,31.666918754577637,6015,128,4.182891731523895,1781466812.7263718,1781466813.7924507,1781466844.3932905,
doc68_q2,True,0.9332010746002197,31.295355081558228,6015,128,4.215774676943758,1781466813.4089441,1781466814.3421452,1781466844.7042992,
doc66_q2,True,0.9367275238037109,31.298236846923828,6015,128,4.215864192974383,1781466813.406161,1781466814.3428886,1781466844.704398,
doc67_q2,True,0.935499906539917,31.296586990356445,6015,128,4.215922824062129,1781466813.4079437,1781466814.3434436,1781466844.7045307,
doc71_q2,True,1.0498077869415283,31.045485258102417,6015,128,4.267281514913761,1781466813.7966704,1781466814.8464782,1781466844.8421557,
doc70_q2,True,1.0520308017730713,31.04672408103943,6015,128,4.267421533811089,1781466813.7955232,1781466814.847554,1781466844.8422472,
doc69_q2,True,1.0558879375457764,31.049293279647827,6015,128,4.267604779785545,1781466813.793012,1781466814.8488998,1781466844.8423052,
doc72_q2,True,0.696763277053833,17.580799102783203,6015,128,7.581125823302412,1781466841.1702514,1781466841.8670146,1781466858.7510505,
doc73_q2,True,0.6530718803405762,17.097383975982666,6015,128,7.78384643003226,1781466842.2528381,1781466842.90591,1781466859.350222,
doc75_q2,True,0.7649741172790527,16.99832797050476,6015,128,7.885000299834239,1781466842.4633222,1781466843.2282963,1781466859.4616501,
doc74_q2,True,0.7721090316772461,17.00523352622986,6015,128,7.885111707419805,1781466842.4569225,1781466843.2290316,1781466859.462156,
